tradeNo,subTradeNo,shopCode
1101676384515110117,1101676384515110117,AntaTBOB
1089143906294049123,1089143906296049123,AntaTBOB
1089143906294049123,1089143906297049123,AntaTBOB
1122438113552432506,1122438113552432506,AntaTBOB
1123555778192957236,1123555778193957236,AntaTBOB
1123555778192957236,1123555778194957236,AntaTBOB
1122133888488635349,1122133888488635349,AntaTBOB
1077632064260905422,1077632064260905422,AntaTBOB
1105136066393874833,1105136066393874833,AntaTBOB
1116395619287736439,1116395619287736439,AntaTBOB
1129071777440511741,1129071777440511741,AntaTBOB
1100953793003701539,1100953793003701539,AntaTBOB
1122505378150762814,1122505378150762814,AntaTBOB
1128213568469848308,1128213568469848308,AntaTBOB
599509508501540395,599509508501540395,AntaTBOB
1051689378764454086,1051689378764454086,AntaTBOB
1105153507602261136,1105153507602261136,AntaTBOB
608214029739331806,608214029740331806,AntaTBOB
608214029739331806,608214029741331806,AntaTBOB
608214029739331806,608214029742331806,AntaTBOB
1111455873990987674,1111455873990987674,AntaTBOB
1129479010084498738,1129479010084498738,AntaTBOB
1097406976884968240,1097406976885968240,AntaTBOB
1097406976884968240,1097406976886968240,AntaTBOB
1109440129067428746,1109440129067428746,AntaTBOB
1055330432642756386,1055330432642756386,AntaTBOB
1102463296032113491,1102463296033113491,AntaTBOB
1102463296032113491,1102463296034113491,AntaTBOB
1102463296032113491,1102463296035113491,AntaTBOB
1113303712732204573,1113303712732204573,AntaTBOB
608835343088584001,608835343088584001,AntaTBOB
1102648003259695375,1102648003260695375,AntaTBOB
1121474370997239447,1121474370997239447,AntaTBOB
1103019840522500770,1103019840522500770,AntaTBOB
1122201601534464486,1122201601534464486,AntaTBOB
1113738754154949760,1113738754154949760,AntaTBOB
599455429452685799,599455429453685799,AntaTBOB
599455429452685799,599455429454685799,AntaTBOB
1112787203741450431,1112787203741450431,AntaTBOB
1118975714900523617,1118975714900523617,AntaTBOB
1105313472021390380,1105313472021390380,AntaTBOB
1115757475706769912,1115757475709769912,AntaTBOB
1115757475706769912,1115757475710769912,AntaTBOB
598704005197640599,598704005197640599,AntaTBOB
1103551330880990655,1103551330880990655,AntaTBOB
1112449057766844164,1112449057766844164,AntaTBOB
1063562051941854215,1063562051941854215,AntaTBOB
1106116611186021618,1106116611188021618,AntaTBOB
1104963041057162578,1104963041057162578,AntaTBOB
608291724869315802,608291724870315802,AntaTBOB
608291724869315802,608291724871315802,AntaTBOB
1064769271282526681,1064769271283526681,AntaTBOB
1064769271282526681,1064769271284526681,AntaTBOB
1064769271282526681,1064769271287526681,AntaTBOB
1064769271282526681,1064769271288526681,AntaTBOB
1064769271282526681,1064769271289526681,AntaTBOB
1118251328615497114,1118251328615497114,AntaTBOB
1107482530307087568,1107482530307087568,AntaTBOB
1117808448549854825,1117808448549854825,AntaTBOB
599613510837227699,599613510837227699,AntaTBOB
1092047361399653059,1092047361399653059,AntaTBOB
598834311590149396,598834311590149396,AntaTBOB
1117414592844164366,1117414592844164366,AntaTBOB
1112960387194005409,1112960387194005409,AntaTBOB
1104634530780236418,1104634530780236418,AntaTBOB
1103212962149987541,1103212962149987541,AntaTBOB
1131366499466122108,1131366499466122108,AntaTBOB
1102036897756763153,1102036897756763153,AntaTBOB
1104533665732477282,1104533665732477282,AntaTBOB
1114728896644353231,1114728896644353231,AntaTBOB
599909606137949095,599909606137949095,AntaTBOB
1105980641610623517,1105980641611623517,AntaTBOB
1105980641610623517,1105980641612623517,AntaTBOB
1105980641610623517,1105980641613623517,AntaTBOB
1116815330245690915,1116815330245690915,AntaTBOB
1115349282074283978,1115349282074283978,AntaTBOB
1121862370063479349,1121862370063479349,AntaTBOB
1120257824303374476,1120257824303374476,AntaTBOB
1107324609917177881,1107324609917177881,AntaTBOB
1119595362847608662,1119595362847608662,AntaTBOB
1122000866031759174,1122000866031759174,AntaTBOB
1107418722373557235,1107418722373557235,AntaTBOB
1121207264140442045,1121207264141442045,AntaTBOB
1121207264140442045,1121207264142442045,AntaTBOB
1103337826133720752,1103337826133720752,AntaTBOB
1115236321070849806,1115236321070849806,AntaTBOB
1103262819379377830,1103262819379377830,AntaTBOB
991676643577395488,991676643577395488,AntaTBOB
1110872769365066475,1110872769365066475,AntaTBOB
1118441728206154331,1118441728206154331,AntaTBOB
598570533894469093,598570533894469093,AntaTBOB
1122000707970794684,1122000707970794684,AntaTBOB
1102412739627796868,1102412739627796868,AntaTBOB
1110962498816139958,1110962498816139958,AntaTBOB
600136902236426596,600136902236426596,AntaTBOB
1101631872121863977,1101631872121863977,AntaTBOB
1111608162081498690,1111608162081498690,AntaTBOB
1115594752658376463,1115594752658376463,AntaTBOB
1106909824257053057,1106909824257053057,AntaTBOB
1123625312450229816,1123625312450229816,AntaTBOB
1119909187274850082,1119909187276850082,AntaTBOB
1119909187274850082,1119909187277850082,AntaTBOB
1104010114159010290,1104010114159010290,AntaTBOB
1104074850416002038,1104074850416002038,AntaTBOB
608282383959019202,608282383959019202,AntaTBOB
1116190722115939148,1116190722118939148,AntaTBOB
1112979553459379049,1112979553459379049,AntaTBOB
1125064770300595812,1125064770300595812,AntaTBOB
1128328451863059277,1128328451863059277,AntaTBOB
1122879232563972258,1122879232563972258,AntaTBOB
1106721379277330316,1106721379277330316,AntaTBOB
999941698386832757,999941698386832757,AntaTBOB
1118461347827787584,1118461347827787584,AntaTBOB
1033245911914305187,1033245911914305187,AntaTBOB
600101797322200997,600101797322200997,AntaTBOB
1107598211531629428,1107598211532629428,AntaTBOB
1107598211531629428,1107598211534629428,AntaTBOB
1106211235919312924,1106211235919312924,AntaTBOB
1113864387891771555,1113864387891771555,AntaTBOB
1117971744808516007,1117971744808516007,AntaTBOB
1103307552598610633,1103307552598610633,AntaTBOB
1105255586355002411,1105255586355002411,AntaTBOB
1121655745532551366,1121655745534551366,AntaTBOB
1110929952135404135,1110929952135404135,AntaTBOB
1116741123839184906,1116741123839184906,AntaTBOB
1103542115943602072,1103542115943602072,AntaTBOB
1118705603007908316,1118705603007908316,AntaTBOB
598705927709967397,598705927709967397,AntaTBOB
1103244675126443737,1103244675126443737,AntaTBOB
1104220064414468106,1104220064414468106,AntaTBOB
1106656768842364322,1106656768842364322,AntaTBOB
599006375281686696,599006375282686696,AntaTBOB
599006375281686696,599006375283686696,AntaTBOB
1126623714636125109,1126623714636125109,AntaTBOB
1116607840168148268,1116607840168148268,AntaTBOB
1083441184988757929,1083441184988757929,AntaTBOB
1110299328163860683,1110299328163860683,AntaTBOB
1104021026526762787,1104021026526762787,AntaTBOB
1118591010055334825,1118591010055334825,AntaTBOB
1102508706658775263,1102508706658775263,AntaTBOB
1126681026622466931,1126681026622466931,AntaTBOB
1116235169418692833,1116235169418692833,AntaTBOB
1046679106859410390,1046679106859410390,AntaTBOB
1120623744662571715,1120623744662571715,AntaTBOB
608282671035306001,608282671036306001,AntaTBOB
608282671035306001,608282671037306001,AntaTBOB
1118453984226433412,1118453984227433412,AntaTBOB
1118453984226433412,1118453984228433412,AntaTBOB
1118453984226433412,1118453984229433412,AntaTBOB
1118453984226433412,1118453984230433412,AntaTBOB
1121284032411265957,1121284032411265957,AntaTBOB
1128440417653544237,1128440417653544237,AntaTBOB
1101768386329079365,1101768386329079365,AntaTBOB
1127032162108640085,1127032162108640085,AntaTBOB
1126810497040830879,1126810497040830879,AntaTBOB
1106046722786122122,1106046722786122122,AntaTBOB
1111078848228104712,1111078848228104712,AntaTBOB
1101967136070424516,1101967136070424516,AntaTBOB
1110980128752875344,1110980128753875344,AntaTBOB
1110980128752875344,1110980128754875344,AntaTBOB
1105354339806090154,1105354339806090154,AntaTBOB
1041321955225035354,1041321955225035354,AntaTBOB
1111138945311465168,1111138945311465168,AntaTBOB
1127248322343147082,1127248322343147082,AntaTBOB
1105050146248169775,1105050146248169775,AntaTBOB
1105368129419040876,1105368129419040876,AntaTBOB
1118235363979826161,1118235363979826161,AntaTBOB
1103286496209077578,1103286496209077578,AntaTBOB
1108040803194161876,1108040803194161876,AntaTBOB
1107380963475639889,1107380963476639889,AntaTBOB
1107380963475639889,1107380963477639889,AntaTBOB
1105107554148660830,1105107554148660830,AntaTBOB
1114937376434207223,1114937376434207223,AntaTBOB
608292111504304701,608292111504304701,AntaTBOB
1119604482490199821,1119604482490199821,AntaTBOB
599713415769545494,599713415769545494,AntaTBOB
1103044865164102851,1103044865164102851,AntaTBOB
1125271395785920125,1125271395785920125,AntaTBOB
1104441250845809078,1104441250845809078,AntaTBOB
1104508003920061593,1104508003921061593,AntaTBOB
1104508003920061593,1104508003922061593,AntaTBOB
1111260033301683625,1111260033301683625,AntaTBOB
1115208547517458063,1115208547517458063,AntaTBOB
1101746400119210337,1101746400123210337,AntaTBOB
1117676705848027032,1117676705849027032,AntaTBOB
1117676705848027032,1117676705850027032,AntaTBOB
1106513603893582084,1106513603893582084,AntaTBOB
1109284417333368871,1109284417333368871,AntaTBOB
1115954754951348442,1115954754951348442,AntaTBOB
1111247426972164445,1111247426972164445,AntaTBOB
1121556992533042038,1121556992533042038,AntaTBOB
1040029218139512040,1040029218139512040,AntaTBOB
1107359840777650176,1107359840777650176,AntaTBOB
1116378785151201973,1116378785151201973,AntaTBOB
1052149667317371854,1052149667317371854,AntaTBOB
607869164603884103,607869164603884103,AntaTBOB
1110870721326907184,1110870721326907184,AntaTBOB
1073376736473193624,1073376736474193624,AntaTBOB
1073376736473193624,1073376736475193624,AntaTBOB
1107040129359810840,1107040129359810840,AntaTBOB
1119936001796784710,1119936001796784710,AntaTBOB
1104800099557615156,1104800099557615156,AntaTBOB
1112770242542637444,1112770242542637444,AntaTBOB
1107102370218784807,1107102370218784807,AntaTBOB
598632583884081197,598632583885081197,AntaTBOB
598632583884081197,598632583886081197,AntaTBOB
599212646279356199,599212646279356199,AntaTBOB
1112337538604759422,1112337538605759422,AntaTBOB
1112337538604759422,1112337538606759422,AntaTBOB
1112337538604759422,1112337538607759422,AntaTBOB
1112337538604759422,1112337538608759422,AntaTBOB
1118262016686409744,1118262016686409744,AntaTBOB
1111189312549525138,1111189312549525138,AntaTBOB
1107459042559391060,1107459042559391060,AntaTBOB
1110474624880552250,1110474624881552250,AntaTBOB
1110474624880552250,1110474624882552250,AntaTBOB
1102496480525734456,1102496480525734456,AntaTBOB
1115127011945926391,1115127011945926391,AntaTBOB
1112877347094639540,1112877347094639540,AntaTBOB
1110885217114680789,1110885217115680789,AntaTBOB
1110885217114680789,1110885217116680789,AntaTBOB
1086602338497559041,1086602338498559041,AntaTBOB
1086602338497559041,1086602338499559041,AntaTBOB
1086602338497559041,1086602338501559041,AntaTBOB
1106555682816384256,1106555682816384256,AntaTBOB
1101038048085347314,1101038048085347314,AntaTBOB
1112442339569911860,1112442339569911860,AntaTBOB
608921295338160103,608921295338160103,AntaTBOB
1103904801898113037,1103904801899113037,AntaTBOB
1103904801898113037,1103904801900113037,AntaTBOB
1104094691656994220,1104094691657994220,AntaTBOB
1104094691656994220,1104094691658994220,AntaTBOB
1100448097459584022,1100448097459584022,AntaTBOB
598568516362182498,598568516362182498,AntaTBOB
1102749187599281652,1102749187599281652,AntaTBOB
1123364929741312518,1123364929741312518,AntaTBOB
1105924163165949149,1105924163166949149,AntaTBOB
1105924163165949149,1105924163167949149,AntaTBOB
1103824768907477375,1103824768907477375,AntaTBOB
1066882944714675507,1066882944714675507,AntaTBOB
1103943554689114855,1103943554689114855,AntaTBOB
1120702051583307071,1120702051583307071,AntaTBOB
823202784294105954,823202784295105954,AntaTBOB
823202784294105954,823202784296105954,AntaTBOB
599669127050386098,599669127050386098,AntaTBOB
598840711388453499,598840711388453499,AntaTBOB
1103733059069174460,1103733059069174460,AntaTBOB
1107363011731949174,1107363011731949174,AntaTBOB
1117393856062275187,1117393856063275187,AntaTBOB
1117393856062275187,1117393856064275187,AntaTBOB
1117393856062275187,1117393856065275187,AntaTBOB
1117393856062275187,1117393856066275187,AntaTBOB
1117393856062275187,1117393856067275187,AntaTBOB
1117393856062275187,1117393856068275187,AntaTBOB
1117393856062275187,1117393856069275187,AntaTBOB
1106282275766526821,1106282275766526821,AntaTBOB
599016868967047497,599016868967047497,AntaTBOB
1105926561230950911,1105926561230950911,AntaTBOB
1107307072750557226,1107307072750557226,AntaTBOB
1114247073027587707,1114247073027587707,AntaTBOB
1102528609439009986,1102528609439009986,AntaTBOB
1114214626539481159,1114214626539481159,AntaTBOB
1113438371241962912,1113438371241962912,AntaTBOB
1107490498539720124,1107490498539720124,AntaTBOB
1115688451548710678,1115688451548710678,AntaTBOB
1107471683905024480,1107471683906024480,AntaTBOB
1107471683905024480,1107471683908024480,AntaTBOB
1103967905382000175,1103967905382000175,AntaTBOB
1101652000954450076,1101652000954450076,AntaTBOB
607864908009446305,607864908009446305,AntaTBOB
1117498240083283253,1117498240083283253,AntaTBOB
1103853889309327411,1103853889310327411,AntaTBOB
1103853889309327411,1103853889311327411,AntaTBOB
1111627875031866682,1111627875031866682,AntaTBOB
1100341795088076036,1100341795088076036,AntaTBOB
1121036898014319378,1121036898016319378,AntaTBOB
1121036898014319378,1121036898017319378,AntaTBOB
1121036898014319378,1121036898018319378,AntaTBOB
1112480867310930766,1112480867310930766,AntaTBOB
1112623616097524334,1112623616097524334,AntaTBOB
1113771489846613935,1113771489846613935,AntaTBOB
1118157347584826770,1118157347584826770,AntaTBOB
1103425728349756617,1103425728350756617,AntaTBOB
1103425728349756617,1103425728351756617,AntaTBOB
1104336416434345845,1104336416434345845,AntaTBOB
1104405025832695266,1104405025832695266,AntaTBOB
1110762336696125727,1110762336696125727,AntaTBOB
608739951631309502,608739951632309502,AntaTBOB
608739951631309502,608739951633309502,AntaTBOB
608739951631309502,608739951634309502,AntaTBOB
1104025507957051083,1104025507957051083,AntaTBOB
1108181409089197224,1108181409089197224,AntaTBOB
1107187362122479069,1107187362122479069,AntaTBOB
1112369825189809765,1112369825189809765,AntaTBOB
1113067585630554468,1113067585632554468,AntaTBOB
1103391203041414336,1103391203041414336,AntaTBOB
607942894472739701,607942894472739701,AntaTBOB
1099436544860754379,1099436544860754379,AntaTBOB
1112935971001921789,1112935971001921789,AntaTBOB
1119176321587052559,1119176321587052559,AntaTBOB
1110797601276168763,1110797601276168763,AntaTBOB
1104897891416934573,1104897891416934573,AntaTBOB
1105890048245591660,1105890048245591660,AntaTBOB
600503463701949194,600503463701949194,AntaTBOB
1102924738490108238,1102924738490108238,AntaTBOB
1102872417890666174,1102872417890666174,AntaTBOB
1100163075260422414,1100163075260422414,AntaTBOB
1110843393755263743,1110843393756263743,AntaTBOB
1110843393755263743,1110843393757263743,AntaTBOB
599012644675643995,599012644678643995,AntaTBOB
1104055906405173880,1104055906405173880,AntaTBOB
1121724802327739613,1121724802327739613,AntaTBOB
1110710720238683625,1110710720238683625,AntaTBOB
1111490465867611059,1111490465867611059,AntaTBOB
1106876640092637567,1106876640092637567,AntaTBOB
1120825346266971020,1120825346266971020,AntaTBOB
1115464258286383975,1115464258286383975,AntaTBOB
1123239778882378689,1123239778882378689,AntaTBOB
1127260995876241911,1127260995876241911,AntaTBOB
1106294627340423073,1106294627341423073,AntaTBOB
1106294627340423073,1106294627342423073,AntaTBOB
1114871584267708054,1114871584267708054,AntaTBOB
1105131139733219729,1105131139733219729,AntaTBOB
1119618209221834587,1119618209221834587,AntaTBOB
1115261121735575709,1115261121735575709,AntaTBOB
1129703907836204073,1129703907836204073,AntaTBOB
1118359235453873735,1118359235453873735,AntaTBOB
1106586400187954072,1106586400187954072,AntaTBOB
1107815650271265123,1107815650271265123,AntaTBOB
1104714082083063333,1104714082083063333,AntaTBOB
1084785024278670629,1084785024278670629,AntaTBOB
1114337154795744369,1114337154798744369,AntaTBOB
1101009186405950360,1101009186405950360,AntaTBOB
1104650627501695266,1104650627501695266,AntaTBOB
1111113315491376030,1111113315491376030,AntaTBOB
607799533021334603,607799533022334603,AntaTBOB
607799533021334603,607799533023334603,AntaTBOB
1104541218254447449,1104541218254447449,AntaTBOB
1102969121915210855,1102969121915210855,AntaTBOB
1126343585251667981,1126343585251667981,AntaTBOB
1112750498997342820,1112750498998342820,AntaTBOB
1112750498997342820,1112750498999342820,AntaTBOB
608649965318855601,608649965318855601,AntaTBOB
975456611446831263,975456611446831263,AntaTBOB
1127348641580557517,1127348641580557517,AntaTBOB
1124968515935786177,1124968515935786177,AntaTBOB
597860933208839093,597860933208839093,AntaTBOB
609355276452565901,609355276452565901,AntaTBOB
1107273601321670758,1107273601321670758,AntaTBOB
1123906657012661176,1123906657012661176,AntaTBOB
1121837568944623193,1121837568944623193,AntaTBOB
1113949313280752878,1113949313280752878,AntaTBOB
1110882274714829236,1110882274714829236,AntaTBOB
1110300992082495127,1110300992082495127,AntaTBOB
1105742336314284519,1105742336314284519,AntaTBOB
1110884705021838138,1110884705021838138,AntaTBOB
1103360003153275620,1103360003153275620,AntaTBOB
1099842209500540034,1099842209500540034,AntaTBOB
1101743840564521091,1101743840564521091,AntaTBOB
1107355777153609780,1107355777154609780,AntaTBOB
1107355777153609780,1107355777155609780,AntaTBOB
1081419329176244764,1081419329176244764,AntaTBOB
1125150496062754558,1125150496062754558,AntaTBOB
599270309613541598,599270309613541598,AntaTBOB
1103965378393449669,1103965378393449669,AntaTBOB
1120887330396659057,1120887330396659057,AntaTBOB
1103489409586539477,1103489409586539477,AntaTBOB
1119912386588536645,1119912386588536645,AntaTBOB
598735780532098696,598735780532098696,AntaTBOB
1101227457752112132,1101227457752112132,AntaTBOB
608737676598589600,608737676598589600,AntaTBOB
1104598912903811852,1104598912903811852,AntaTBOB
975006851633996515,975006851633996515,AntaTBOB
1110852834267057410,1110852834267057410,AntaTBOB
1111682177997176939,1111682177997176939,AntaTBOB
598673029848517696,598673029848517696,AntaTBOB
1102259072437627879,1102259072437627879,AntaTBOB
1101129345866883853,1101129345866883853,AntaTBOB
1122637120905154611,1122637120905154611,AntaTBOB
1111332162632012530,1111332162632012530,AntaTBOB
1111567266562588278,1111567266562588278,AntaTBOB
1110073472150675884,1110073472150675884,AntaTBOB
1123368225953206348,1123368225953206348,AntaTBOB
599369671789411097,599369671789411097,AntaTBOB
599924837506567897,599924837506567897,AntaTBOB
1117277600704691740,1117277600704691740,AntaTBOB
599380164874245397,599380164874245397,AntaTBOB
1074186528275852868,1074186528275852868,AntaTBOB
1103062978355765416,1103062978355765416,AntaTBOB
1121223267719435980,1121223267720435980,AntaTBOB
1121223267719435980,1121223267721435980,AntaTBOB
1110812353877549123,1110812353877549123,AntaTBOB
1105937603399076306,1105937603399076306,AntaTBOB
1107445826756148436,1107445826756148436,AntaTBOB
609139983709552601,609139983709552601,AntaTBOB
1113093763078755882,1113093763078755882,AntaTBOB
1125622657995449252,1125622657995449252,AntaTBOB
1107354627411668262,1107354627411668262,AntaTBOB
1103408962406012139,1103408962407012139,AntaTBOB
1103408962406012139,1103408962408012139,AntaTBOB
1103408962406012139,1103408962409012139,AntaTBOB
1124638531689348177,1124638531689348177,AntaTBOB
598839815880152599,598839815880152599,AntaTBOB
1103600546912293926,1103600546913293926,AntaTBOB
1103600546912293926,1103600546914293926,AntaTBOB
673371264489752075,673371264489752075,AntaTBOB
1113486177127426374,1113486177127426374,AntaTBOB
1111901825125713062,1111901825125713062,AntaTBOB
1125090210944846183,1125090210944846183,AntaTBOB
1129707715434305328,1129707715434305328,AntaTBOB
1118082625001904137,1118082625001904137,AntaTBOB
1123919648687338050,1123919648687338050,AntaTBOB
1101450819482094452,1101450819482094452,AntaTBOB
599209127083343297,599209127083343297,AntaTBOB
1112625027735270843,1112625027735270843,AntaTBOB
1112312770282303529,1112312770282303529,AntaTBOB
1101220514003040384,1101220514003040384,AntaTBOB
1111454051348780019,1111454051348780019,AntaTBOB
1104909187798025375,1104909187798025375,AntaTBOB
1116263873435308538,1116263873437308538,AntaTBOB
598564644030137693,598564644031137693,AntaTBOB
598564644030137693,598564644032137693,AntaTBOB
598934343672550498,598934343672550498,AntaTBOB
1119218403046731407,1119218403046731407,AntaTBOB
1121772450644894275,1121772450644894275,AntaTBOB
1123791299502595718,1123791299502595718,AntaTBOB
1110868130232497313,1110868130232497313,AntaTBOB
1101087106837948730,1101087106837948730,AntaTBOB
1107662787202886210,1107662787202886210,AntaTBOB
1120333891143978738,1120333891143978738,AntaTBOB
1104443298089417532,1104443298089417532,AntaTBOB
1122759842612716079,1122759842612716079,AntaTBOB
1119365443887550926,1119365443887550926,AntaTBOB
1104077088768664043,1104077088768664043,AntaTBOB
1105080512902492637,1105080512903492637,AntaTBOB
1105080512902492637,1105080512904492637,AntaTBOB
1104104643401503214,1104104643401503214,AntaTBOB
608034797534150601,608034797535150601,AntaTBOB
608034797534150601,608034797536150601,AntaTBOB
608034797534150601,608034797537150601,AntaTBOB
1115746915820176223,1115746915820176223,AntaTBOB
1122005699521162155,1122005699521162155,AntaTBOB
1106544002122506433,1106544002122506433,AntaTBOB
1104558243613005018,1104558243614005018,AntaTBOB
1091440835239604866,1091440835239604866,AntaTBOB
1122434754720252924,1122434754720252924,AntaTBOB
1099883619875251439,1099883619875251439,AntaTBOB
1114781952497119732,1114781952497119732,AntaTBOB
1104938979829337759,1104938979829337759,AntaTBOB
1110293568764469791,1110293568764469791,AntaTBOB
1105692705306570365,1105692705308570365,AntaTBOB
1111092675049886842,1111092675049886842,AntaTBOB
1110825793311481950,1110825793311481950,AntaTBOB
1110804065803032286,1110804065804032286,AntaTBOB
1099410081181891845,1099410081181891845,AntaTBOB
1108866176499908646,1108866176499908646,AntaTBOB
1106409698636617750,1106409698636617750,AntaTBOB
1107501891987550608,1107501891987550608,AntaTBOB
1112745891086959110,1112745891086959110,AntaTBOB
1121842305177713375,1121842305177713375,AntaTBOB
608945742270887203,608945742270887203,AntaTBOB
1102607905735862891,1102607905735862891,AntaTBOB
1120738562943793354,1120738562944793354,AntaTBOB
1120738562943793354,1120738562945793354,AntaTBOB
1112712001661679223,1112712001662679223,AntaTBOB
1112712001661679223,1112712001664679223,AntaTBOB
1112712001661679223,1112712001665679223,AntaTBOB
1112712001661679223,1112712001666679223,AntaTBOB
598634215151809899,598634215151809899,AntaTBOB
1104610176235333268,1104610176235333268,AntaTBOB
1100411360632476717,1100411360632476717,AntaTBOB
1099054018325649670,1099054018326649670,AntaTBOB
1099054018325649670,1099054018327649670,AntaTBOB
607371407892607402,607371407892607402,AntaTBOB
1103268674318571147,1103268674318571147,AntaTBOB
607539213669510805,607539213669510805,AntaTBOB
1103838721442659142,1103838721442659142,AntaTBOB
1117668322636048877,1117668322636048877,AntaTBOB
1114969249368604050,1114969249368604050,AntaTBOB
1102988675354703933,1102988675354703933,AntaTBOB
1111183203733516429,1111183203734516429,AntaTBOB
1111183203733516429,1111183203735516429,AntaTBOB
1128057121449142141,1128057121449142141,AntaTBOB
1110936674671708155,1110936674671708155,AntaTBOB
1102603456157891565,1102603456157891565,AntaTBOB
598940709697814496,598940709697814496,AntaTBOB
1104605314010623839,1104605314010623839,AntaTBOB
1107394145119323580,1107394145120323580,AntaTBOB
1107394145119323580,1107394145121323580,AntaTBOB
1103043361238632573,1103043361238632573,AntaTBOB
1111089539882512456,1111089539883512456,AntaTBOB
1111089539882512456,1111089539884512456,AntaTBOB
1111089539882512456,1111089539886512456,AntaTBOB
1111089539882512456,1111089539887512456,AntaTBOB
1112999168439598276,1112999168439598276,AntaTBOB
1103345152570424616,1103345152571424616,AntaTBOB
1103345152570424616,1103345152572424616,AntaTBOB
608086156862583203,608086156863583203,AntaTBOB
608086156862583203,608086156864583203,AntaTBOB
1116838179250446579,1116838179251446579,AntaTBOB
1116838179250446579,1116838179252446579,AntaTBOB
1112268609825662645,1112268609825662645,AntaTBOB
1120886498416351948,1120886498416351948,AntaTBOB
1103936481633675283,1103936481633675283,AntaTBOB
1105746304548993507,1105746304548993507,AntaTBOB
608459790845019701,608459790846019701,AntaTBOB
608459790845019701,608459790847019701,AntaTBOB
1111372195388768638,1111372195388768638,AntaTBOB
608057455148179005,608057455148179005,AntaTBOB
1119364034803931809,1119364034806931809,AntaTBOB
1119364034803931809,1119364034807931809,AntaTBOB
1110358912897344617,1110358912897344617,AntaTBOB
1121360354124925011,1121360354124925011,AntaTBOB
1114146753164522742,1114146753164522742,AntaTBOB
1106780128700690673,1106780128700690673,AntaTBOB
1100245857407066025,1100245857407066025,AntaTBOB
1125040451934966057,1125040451934966057,AntaTBOB
1052547554059020969,1052547554059020969,AntaTBOB
1107514915789762713,1107514915789762713,AntaTBOB
1117304929874622781,1117304929874622781,AntaTBOB
1112392481637865147,1112392481637865147,AntaTBOB
1107243297227404966,1107243297227404966,AntaTBOB
1119191746156136015,1119191746156136015,AntaTBOB
1115972065437988719,1115972065438988719,AntaTBOB
1115972065437988719,1115972065439988719,AntaTBOB
1115972065437988719,1115972065440988719,AntaTBOB
607640748016353203,607640748016353203,AntaTBOB
1104744067716669533,1104744067716669533,AntaTBOB
1103532258168907826,1103532258168907826,AntaTBOB
1101369858056992469,1101369858056992469,AntaTBOB
1111290147609447252,1111290147609447252,AntaTBOB
1099909088048799708,1099909088048799708,AntaTBOB
1106734816704526093,1106734816704526093,AntaTBOB
1104483393133810648,1104483393133810648,AntaTBOB
1112753377062975651,1112753377062975651,AntaTBOB
607463119372908401,607463119372908401,AntaTBOB
599099684474672397,599099684475672397,AntaTBOB
599099684474672397,599099684476672397,AntaTBOB
1113981473982800171,1113981473982800171,AntaTBOB
1120229729782325006,1120229729782325006,AntaTBOB
1122762402441555184,1122762402441555184,AntaTBOB
1105324736158582211,1105324736158582211,AntaTBOB
1101210689756519945,1101210689756519945,AntaTBOB
608608493495702403,608608493495702403,AntaTBOB
1115078656365977447,1115078656365977447,AntaTBOB
1118763584246043849,1118763584246043849,AntaTBOB
1092377344066358861,1092377344066358861,AntaTBOB
1104510722317780359,1104510722317780359,AntaTBOB
1113876640734062623,1113876640735062623,AntaTBOB
1113876640734062623,1113876640736062623,AntaTBOB
1113876640734062623,1113876640737062623,AntaTBOB
1110872514913939624,1110872514913939624,AntaTBOB
1114647107140297738,1114647107141297738,AntaTBOB
1114647107140297738,1114647107142297738,AntaTBOB
1111661793040533492,1111661793040533492,AntaTBOB
1118288931247298062,1118288931248298062,AntaTBOB
1118288931247298062,1118288931249298062,AntaTBOB
1125079842112412990,1125079842112412990,AntaTBOB
1121100675975103378,1121100675975103378,AntaTBOB
1104145603416704082,1104145603417704082,AntaTBOB
1104145603416704082,1104145603418704082,AntaTBOB
599866823695083494,599866823695083494,AntaTBOB
1121105219441017558,1121105219441017558,AntaTBOB
1117842401900768341,1117842401900768341,AntaTBOB
1102272801167704233,1102272801169704233,AntaTBOB
1124451203852117483,1124451203852117483,AntaTBOB
1107009345147596126,1107009345147596126,AntaTBOB
1127377410654650439,1127377410654650439,AntaTBOB
1121260419502633480,1121260419502633480,AntaTBOB
1118823331262926952,1118823331262926952,AntaTBOB
1117867617055565647,1117867617055565647,AntaTBOB
1107804482884552579,1107804482884552579,AntaTBOB
1102015840502341381,1102015840503341381,AntaTBOB
1102015840502341381,1102015840504341381,AntaTBOB
1100607136088333769,1100607136088333769,AntaTBOB
608258253372298101,608258253372298101,AntaTBOB
1110267872339218443,1110267872339218443,AntaTBOB
1108187683489510380,1108187683489510380,AntaTBOB
1119271360539752366,1119271360539752366,AntaTBOB
607894831331452602,607894831331452602,AntaTBOB
1039285763316863383,1039285763316863383,AntaTBOB
1104141027844669580,1104141027844669580,AntaTBOB
1120957283823660622,1120957283823660622,AntaTBOB
1123331296974085593,1123331296974085593,AntaTBOB
1122554979701551720,1122554979701551720,AntaTBOB
608368719272489104,608368719272489104,AntaTBOB
1104339296007343491,1104339296007343491,AntaTBOB
1106520130972448613,1106520130972448613,AntaTBOB
1110256640989460578,1110256640989460578,AntaTBOB
